age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
34, Private,13, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States,0
39, Private,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, Philippines,1
59, Private,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
41, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States,0
56, Private,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
22, State-gov,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,0
34, Private,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, China,1
19, Private,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
56, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,26, United-States,0
47, Self-emp-not-inc,13, Never-married, Exec-managerial, Not-in-family, Black, Male,10520,0,45, United-States,1
26, Private,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,0
25, Private,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States,0
44, Self-emp-not-inc,14, Never-married, Farming-fishing, Own-child, White, Male,0,0,99, United-States,0
34, Federal-gov,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1
52, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States,0
17, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0
28, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States,0
31, Self-emp-not-inc,12, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States,1
54, Private,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
68, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,2206,30, United-States,0
42, Local-gov,9, Divorced, Protective-serv, Unmarried, White, Female,0,0,50, United-States,0
59, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
33, Private,13, Separated, Sales, Not-in-family, White, Female,0,0,50, United-States,1
25, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States,0
22, Private,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
47, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada,1
42, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2042,48, United-States,0
45, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
30, Private,11, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
46, State-gov,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States,0
40, Private,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
27, Private,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, United-States,0
59, Private,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
85, Private,9, Widowed, Sales, Unmarried, White, Male,0,0,35, United-States,0
44, Private,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, Poland,0
42, Federal-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
18, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,28, United-States,0
24, Private,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States,0
40, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
35, Private,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1
27, Private,9, Married-AF-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
54, Private,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States,0
42, Private,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,50, United-States,1
43, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
49, Private,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
34, Private,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
33, Self-emp-not-inc,13, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States,0
45, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States,1
39, Private,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
28, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary,0
32, Private,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
73, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3471,0,40, England,0
38, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
31, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,0
46, State-gov,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States,0
39, Local-gov,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States,0
26, Private,9, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States,0
54, Private,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
37, Private,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States,0
30, Private,12, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
58, Private,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,1
27, Self-emp-not-inc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
35, State-gov,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,0
47, Self-emp-not-inc,10, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States,0
42, Private,9, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States,0
29, Private,9, Divorced, Other-service, Not-in-family, White, Male,10520,0,40, United-States,1
24, Private,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
48, Local-gov,14, Divorced, Exec-managerial, Unmarried, Black, Female,9562,0,40, United-States,1
64, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
25, Private,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States,1
31, Private,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Puerto-Rico,0
77, Self-emp-not-inc,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
56, Private,9, Widowed, Sales, Not-in-family, White, Female,0,1974,40, United-States,0
43, Private,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
29, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
58, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
55, Local-gov,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States,0
39, Private,9, Never-married, Tech-support, Not-in-family, White, Male,4650,0,44, United-States,0
37, Federal-gov,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
60, Private,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States,1
42, Private,9, Separated, Other-service, Unmarried, White, Female,0,0,25, United-States,0
48, Federal-gov,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, United-States,1
46, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States,1
40, Private,11, Separated, Craft-repair, Not-in-family, White, Female,0,0,60, United-States,0
42, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
74, Private,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,16, United-States,0
19, Private,10, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,0
35, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
29, Self-emp-not-inc,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,0
56, Private,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,0
50, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
30, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
46, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
19, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
47, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran,1
47, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States,1
36, Private,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States,0
31, Private,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
48, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
21, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
34, Private,10, Divorced, Exec-managerial, Own-child, White, Male,0,0,44, United-States,0
41, Private,13, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,60, United-States,1
40, Private,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
47, Private,6, Married-civ-spouse, Sales, Husband, White, Male,0,2179,52, United-States,0
35, Private,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States,0
51, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
33, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,1
34, Private,11, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0
29, Local-gov,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
47, Private,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1974,40, United-States,0
20, Private,7, Never-married, Other-service, Own-child, Black, Male,594,0,20, United-States,0
44, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
49, Self-emp-not-inc,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
39, Federal-gov,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,1
51, Private,16, Divorced, Craft-repair, Not-in-family, White, Female,4787,0,60, United-States,1
43, Private,13, Separated, Exec-managerial, Unmarried, White, Male,0,0,60, United-States,1
61, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,20, United-States,1
42, State-gov,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,1
18, Private,7, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
41, Local-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
45, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
32, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,32, United-States,1
37, Private,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,45, United-States,1
66, State-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1825,40, United-States,1
49, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
41, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,0
69, Self-emp-inc,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1
41, State-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
31, Private,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, Mexico,0
63, Private,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,6, United-States,0
63, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States,0
19, Private,9, Never-married, Prof-specialty, Other-relative, White, Female,0,0,30, United-States,0
46, Private,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, United-States,0
34, Private,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States,0
30, State-gov,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
29, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Mexico,0
33, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
54, Private,4, Widowed, Other-service, Unmarried, White, Male,0,0,30, United-States,0
28, Local-gov,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago,1
38, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States,0
23, Private,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, United-States,0
75, Self-emp-inc,9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States,1
33, Private,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,880,40, United-States,0
25, State-gov,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,19, United-States,0
29, Private,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
50, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1
54, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0
56, Private,13, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
62, Private,13, Widowed, Exec-managerial, Not-in-family, White, Male,10520,0,50, United-States,1
68, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
31, Local-gov,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States,1
30, State-gov,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
29, Private,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1590,50, United-States,0
52, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
51, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States,1
79, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,40, Poland,1
40, Private,9, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
35, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
17, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States,0
60, Private,13, Divorced, Exec-managerial, Own-child, White, Male,0,0,60, United-States,0
75, Private,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0
34, Private,10, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
63, Self-emp-not-inc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States,0
32, Federal-gov,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
37, Self-emp-not-inc,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
46, Self-emp-not-inc,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States,0
49, Self-emp-inc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
30, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
41, Local-gov,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
41, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
38, Self-emp-not-inc,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,24, United-States,1
35, Private,13, Divorced, Sales, Not-in-family, White, Female,0,1980,65, United-States,0
20, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
46, State-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
71, State-gov,15, Married-civ-spouse, Other-service, Husband, White, Male,0,0,28, United-States,0
58, Private,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,1980,45, United-States,0
49, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States,0
24, State-gov,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
21, Private,7, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,56, United-States,0
29, Private,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States,0
39, Private,10, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States,0
29, Private,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico,0
57, Private,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0
52, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States,1
23, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
90, Private,13, Widowed, Prof-specialty, Other-relative, White, Female,991,0,10, United-States,0
36, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
46, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,60, United-States,1
34, Private,9, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
37, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
26, Private,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
41, Private,12, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, United-States,0
46, Local-gov,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States,1
46, Private,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States,0
43, Self-emp-not-inc,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
42, Private,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States,1
36, Private,10, Never-married, Craft-repair, Own-child, White, Male,2174,0,60, United-States,0
43, Private,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
27, Federal-gov,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, United-States,0
18, Private,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
25, Private,8, Separated, Prof-specialty, Unmarried, White, Female,0,0,30, United-States,0
26, Private,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0
60, Private,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
25, Private,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
33, Private,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0
27, Private,13, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States,1
25, Private,5, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
25, Private,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States,0
34, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
41, Private,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
51, State-gov,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
46, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,0
37, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
48, Private,13, Divorced, Other-service, Unmarried, White, Female,0,0,56, United-States,1
35, Private,10, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,0
26, Private,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
29, Private,6, Separated, Farming-fishing, Unmarried, White, Female,0,0,40, Guatemala,0
17, Private,7, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
27, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
22, Private,10, Never-married, Other-service, Other-relative, Black, Male,0,0,20, United-States,0
31, Private,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,0
30, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,68, United-States,0
57, Private,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
18, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
26, Private,13, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States,0
33, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,0
43, Private,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
30, Private,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,1
38, Private,11, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States,0
62, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States,0
45, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,35, United-States,1
21, State-gov,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,0
22, Private,9, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States,0
44, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
46, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
48, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
43, Private,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,15, United-States,0
33, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States,0
51, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
40, Private,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States,1
34, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,0
53, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,1
59, Private,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
27, Self-emp-not-inc,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States,0
37, Private,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
61, Private,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,6, United-States,0
58, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
56, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,1
34, State-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
27, Private,14, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States,0
25, Private,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
68, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18, United-States,0
30, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
58, Self-emp-inc,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
44, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
34, Private,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
28, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
30, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,0
38, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
27, Private,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
52, Private,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,0
59, State-gov,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
21, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2603,40, United-States,0
30, Private,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States,0
47, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
53, Private,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,1
27, Private,11, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,38, United-States,0
63, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
39, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico,0
19, Private,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,0
71, Private,8, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
43, Private,14, Divorced, Exec-managerial, Unmarried, White, Female,0,2547,40, United-States,1
43, Private,13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
47, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
68, Private,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
27, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
22, Private,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States,0
37, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,16, United-States,1
47, Private,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, El-Salvador,0
44, Private,10, Separated, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,1
21, Private,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States,0
23, Private,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
32, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,0
39, Private,12, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,0
30, Private,9, Divorced, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0
42, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,1
62, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
29, Federal-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
61, Private,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States,1
19, Private,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,18, Philippines,0
24, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,0
24, Private,13, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,0
25, Private,13, Never-married, Exec-managerial, Not-in-family, White, Male,4101,0,35, United-States,0
29, Private,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
33, Private,12, Never-married, Exec-managerial, Unmarried, White, Female,2174,0,55, United-States,0
42, Private,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1
40, Private,10, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,1
33, Private,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,1
22, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States,0
37, Private,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Taiwan,0
45, Private,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,1, United-States,0
24, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala,0
30, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
65, Private,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,9386,0,50, United-States,1
44, Private,5, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
